Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,CABLEMODEM,,1248.0
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,FIBRA OPTICA,,2.0
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,SATELITAL,,1.0
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,WIRELESS,,14.0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,ADSL,,1040.0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,CABLEMODEM,,3482.0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,DIAL UP,,1.0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,FIBRA OPTICA,,48.0
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,OTROS,,7047.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,ADSL,,20.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,CABLEMODEM,,3563.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,DIAL UP,,3.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,FIBRA OPTICA,,2684.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,Otros,,5.0
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,WIRELESS,,22.0
BUENOS AIRES,Mar Chiquita,Coronel Vidal,ADSL,,3.0
BUENOS AIRES,Mar Chiquita,Coronel Vidal,CABLEMODEM,,1607.0
BUENOS AIRES,Mar Chiquita,Coronel Vidal,FIBRA OPTICA,,284.0
BUENOS AIRES,Mar Chiquita,Coronel Vidal,WIRELESS,,118.0
BUENOS AIRES,Mar Chiquita,General Pirán,DIAL UP,,1.0
BUENOS AIRES,Mar Chiquita,General Pirán,FIBRA OPTICA,,750.0
BUENOS AIRES,Mar Chiquita,General Pirán,WIRELESS,,44.0
BUENOS AIRES,Mar Chiquita,La Armonía,WIRELESS,,101.0
BUENOS AIRES,Mar Chiquita,La Caleta,WIRELESS,,157.0
BUENOS AIRES,Mar Chiquita,Mar de Cobo,ADSL,,158.0
BUENOS AIRES,Mar Chiquita,Mar de Cobo,DIAL UP,,1.0
BUENOS AIRES,Mar Chiquita,Mar de Cobo,FIBRA OPTICA,,1439.0
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,ADSL,,1617.0
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,CABLEMODEM,,1965.0
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,FIBRA OPTICA,,2113.0
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,WIRELESS,,558.0
BUENOS AIRES,Mar Chiquita,Vivoratá,FIBRA OPTICA,,15.0
BUENOS AIRES,Mar Chiquita,Vivoratá,WIRELESS,,303.0
BUENOS AIRES,Marcos Paz,Marcos Paz,ADSL,,1031.0
BUENOS AIRES,Marcos Paz,Marcos Paz,CABLEMODEM,,8750.0
BUENOS AIRES,Marcos Paz,Marcos Paz,DIAL UP,,10.0
BUENOS AIRES,Marcos Paz,Marcos Paz,FIBRA OPTICA,,3954.0
BUENOS AIRES,Marcos Paz,Marcos Paz,Otros,,3.0
BUENOS AIRES,Marcos Paz,Marcos Paz,SATELITAL,,1.0
BUENOS AIRES,Marcos Paz,Marcos Paz,WIRELESS,,12.0
BUENOS AIRES,Mercedes,Gowland,FIBRA OPTICA,,5.0
BUENOS AIRES,Mercedes,Gowland,WIRELESS,,101.0
BUENOS AIRES,Mercedes,Jorge Born,WIRELESS,,5.0
BUENOS AIRES,Mercedes,Mercedes,ADSL,,879.0
BUENOS AIRES,Mercedes,Mercedes,Cablemodem,,6267.0
BUENOS AIRES,Mercedes,Mercedes,DIAL UP,,58.0
BUENOS AIRES,Mercedes,Mercedes,FIBRA OPTICA,,4520.0
BUENOS AIRES,Mercedes,Mercedes,SATELITAL,,3.0
BUENOS AIRES,Mercedes,Mercedes,WIRELESS,,1596.0
BUENOS AIRES,Merlo,Libertad,ADSL,,22.0
BUENOS AIRES,Merlo,Libertad,CABLEMODEM,,12097.0
BUENOS AIRES,Merlo,Libertad,DIAL UP,,12.0
BUENOS AIRES,Merlo,Libertad,FIBRA OPTICA,,16228.0
BUENOS AIRES,Merlo,Libertad,Otros,,12.0
BUENOS AIRES,Merlo,Libertad,SATELITAL,,1.0
BUENOS AIRES,Merlo,Libertad,WIRELESS,,1763.0
BUENOS AIRES,Merlo,Mariano Acosta,ADSL,,1818.0
BUENOS AIRES,Merlo,Mariano Acosta,CABLEMODEM,,7957.0
BUENOS AIRES,Merlo,Mariano Acosta,FIBRA OPTICA,,8676.0
BUENOS AIRES,Merlo,Mariano Acosta,WIRELESS,,5.0
BUENOS AIRES,Merlo,Merlo,ADSL,,180.0
BUENOS AIRES,Merlo,Merlo,CABLEMODEM,,38354.0
BUENOS AIRES,Merlo,Merlo,DIAL UP,,66.0
BUENOS AIRES,Merlo,Merlo,FIBRA OPTICA,,26684.0
BUENOS AIRES,Merlo,Merlo,Otros,,52.0
BUENOS AIRES,Merlo,Merlo,SATELITAL,,1.0
BUENOS AIRES,Merlo,Merlo,WIRELESS,,1374.0
BUENOS AIRES,Merlo,OTROS,FIBRA OPTICA,Sin Datos,1.0
BUENOS AIRES,Merlo,Pontevedra,ADSL,,405.0
BUENOS AIRES,Merlo,Pontevedra,CABLEMODEM,,4261.0
BUENOS AIRES,Merlo,Pontevedra,DIAL UP,,2.0
BUENOS AIRES,Merlo,Pontevedra,FIBRA OPTICA,,2907.0
BUENOS AIRES,Merlo,Pontevedra,Otros,,2.0
BUENOS AIRES,Merlo,Pontevedra,WIRELESS,,1273.0
BUENOS AIRES,Merlo,San Antonio De Padua,ADSL,,4.0
BUENOS AIRES,Merlo,San Antonio De Padua,CABLEMODEM,,7154.0
BUENOS AIRES,Merlo,San Antonio De Padua,DIAL UP,,3.0
BUENOS AIRES,Merlo,San Antonio De Padua,FIBRA OPTICA,,6110.0
BUENOS AIRES,Merlo,San Antonio De Padua,Otros,,4.0
BUENOS AIRES,Merlo,San Antonio De Padua,WIRELESS,,460.0
BUENOS AIRES,Monte,Abbott,FIBRA OPTICA,,302.0
BUENOS AIRES,Monte,Abbott,WIRELESS,,18.0
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),ADSL,,563.0
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),CABLEMODEM,,1917.0
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),DIAL UP,,3.0
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),FIBRA OPTICA,,4627.0
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),WIRELESS,,367.0
BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,FIBRA OPTICA,,829.0
BUENOS AIRES,Monte Hermoso,Monte Hermoso,ADSL,,6.0
BUENOS AIRES,Monte Hermoso,Monte Hermoso,FIBRA OPTICA,,6158.0
BUENOS AIRES,Moreno,Cuartel V,CABLEMODEM,,1710.0
BUENOS AIRES,Moreno,Cuartel V,DIAL UP,,3.0
BUENOS AIRES,Moreno,Cuartel V,FIBRA OPTICA,,690.0
BUENOS AIRES,Moreno,Cuartel V,WIRELESS,,128.0
BUENOS AIRES,Moreno,Francisco Alvarez,ADSL,,596.0
BUENOS AIRES,Moreno,Francisco Alvarez,CABLEMODEM,,5315.0
BUENOS AIRES,Moreno,Francisco Alvarez,DIAL UP,,10.0
BUENOS AIRES,Moreno,Francisco Alvarez,FIBRA OPTICA,,1170.0
BUENOS AIRES,Moreno,Francisco Alvarez,Otros,,98.0
BUENOS AIRES,Moreno,Francisco Alvarez,WIRELESS,,199.0
BUENOS AIRES,Moreno,La Reja,ADSL,,4.0
BUENOS AIRES,Moreno,La Reja,CABLEMODEM,,5787.0
BUENOS AIRES,Moreno,La Reja,DIAL UP,,8.0
BUENOS AIRES,Moreno,La Reja,FIBRA OPTICA,,2182.0
BUENOS AIRES,Moreno,La Reja,Otros,,493.0
BUENOS AIRES,Moreno,La Reja,SATELITAL,,1.0
BUENOS AIRES,Moreno,La Reja,WIRELESS,,150.0
BUENOS AIRES,Moreno,Moreno,ADSL,,78.0
BUENOS AIRES,Moreno,Moreno,Cablemodem,,51539.0
BUENOS AIRES,Moreno,Moreno,DIAL UP,,82.0
BUENOS AIRES,Moreno,Moreno,FIBRA OPTICA,,19917.0
BUENOS AIRES,Moreno,Moreno,Otros,,174.0
BUENOS AIRES,Moreno,Moreno,SATELITAL,,2.0
BUENOS AIRES,Moreno,Moreno,WIRELESS,,577.0
BUENOS AIRES,Moreno,Paso Del Rey,CABLEMODEM,,7802.0
BUENOS AIRES,Moreno,Paso Del Rey,FIBRA OPTICA,,2663.0
BUENOS AIRES,Moreno,Paso Del Rey,SATELITAL,,3.0
BUENOS AIRES,Moreno,Paso Del Rey,WIRELESS,,72.0
BUENOS AIRES,Moreno,Trujui,ADSL,,40.0
BUENOS AIRES,Moreno,Trujui,CABLEMODEM,,6545.0
BUENOS AIRES,Moreno,Trujui,DIAL UP,,13.0
BUENOS AIRES,Moreno,Trujui,FIBRA OPTICA,,13927.0
BUENOS AIRES,Moreno,Trujui,Otros,,2.0
BUENOS AIRES,Moreno,Trujui,WIRELESS,,110.0
BUENOS AIRES,Morón,Castelar,ADSL,,6.0
BUENOS AIRES,Morón,Castelar,CABLEMODEM,,18447.0
BUENOS AIRES,Morón,Castelar,FIBRA OPTICA,,11993.0
BUENOS AIRES,Morón,Castelar,Otros,,12.0
BUENOS AIRES,Morón,Castelar,WIRELESS,,99.0
BUENOS AIRES,Morón,El Palomar,ADSL,,27.0
BUENOS AIRES,Morón,El Palomar,CABLEMODEM,,9774.0
BUENOS AIRES,Morón,El Palomar,DIAL UP,,4.0
BUENOS AIRES,Morón,El Palomar,FIBRA OPTICA,,4673.0
BUENOS AIRES,Morón,El Palomar,Otros,,9.0
BUENOS AIRES,Morón,El Palomar,SATELITAL,,1.0
BUENOS AIRES,Morón,El Palomar,WIRELESS,,19.0
BUENOS AIRES,Morón,Haedo,ADSL,,107.0
BUENOS AIRES,Morón,Haedo,CABLEMODEM,,9791.0
BUENOS AIRES,Morón,Haedo,DIAL UP,,97.0
BUENOS AIRES,Morón,Haedo,FIBRA OPTICA,,15006.0
BUENOS AIRES,Morón,Haedo,Otros,,7.0
BUENOS AIRES,Morón,Haedo,WIRELESS,,33.0
BUENOS AIRES,Morón,Moron,ADSL,,522.0
BUENOS AIRES,Morón,Moron,CABLEMODEM,,21242.0
BUENOS AIRES,Morón,Moron,DIAL UP,,68.0
BUENOS AIRES,Morón,Moron,FIBRA OPTICA,,20400.0
BUENOS AIRES,Morón,Moron,Otros,,18.0
BUENOS AIRES,Morón,Moron,SATELITAL,,3.0
BUENOS AIRES,Morón,Moron,WIRELESS,,19.0
BUENOS AIRES,Morón,Villa Sarmiento,ADSL,,8.0
BUENOS AIRES,Morón,Villa Sarmiento,CABLEMODEM,,4605.0
BUENOS AIRES,Morón,Villa Sarmiento,DIAL UP,,19.0
BUENOS AIRES,Morón,Villa Sarmiento,FIBRA OPTICA,,5057.0
BUENOS AIRES,Morón,Villa Sarmiento,WIRELESS,,91.0
BUENOS AIRES,Navarro,José Juan Almeyra,WIRELESS,,99.0
BUENOS AIRES,Navarro,Las Marianas,WIRELESS,,214.0
BUENOS AIRES,Navarro,Navarro,ADSL,,304.0
BUENOS AIRES,Navarro,Navarro,CABLEMODEM,,1919.0
BUENOS AIRES,Navarro,Navarro,DIAL UP,,2.0
BUENOS AIRES,Navarro,Navarro,FIBRA OPTICA,,2094.0
BUENOS AIRES,Navarro,Navarro,SATELITAL,,1.0
BUENOS AIRES,Navarro,Navarro,WIRELESS,,128.0
BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),FIBRA OPTICA,,5.0
BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),WIRELESS,,185.0
BUENOS AIRES,Necochea,Claraz,WIRELESS,,105.0
BUENOS AIRES,Necochea,Energía,WIRELESS,,24.0
BUENOS AIRES,Necochea,Juan N. Fernández,ADSL,,525.0
BUENOS AIRES,Necochea,Juan N. Fernández,SATELITAL,,2.0
BUENOS AIRES,Necochea,Juan N. Fernández,WIRELESS,,113.0
BUENOS AIRES,Necochea,Necochea - Quequén,ADSL,,2444.0
BUENOS AIRES,Necochea,Necochea - Quequén,CABLEMODEM,,3639.0
BUENOS AIRES,Necochea,Necochea - Quequén,DIAL UP,,145.0
BUENOS AIRES,Necochea,Necochea - Quequén,FIBRA OPTICA,,16374.0
BUENOS AIRES,Necochea,Necochea - Quequén,Otros,,29.0
BUENOS AIRES,Necochea,Necochea - Quequén,SATELITAL,,1.0
BUENOS AIRES,Necochea,Necochea - Quequén,WIRELESS,,3316.0
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),ADSL,,1.0
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),DIAL UP,,2.0
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),WIRELESS,,776.0
BUENOS AIRES,Necochea,OTROS,WIRELESS,Sin Datos,16.0
BUENOS AIRES,Olavarría,Hinojo,ADSL,,9.0
BUENOS AIRES,Olavarría,Hinojo,FIBRA OPTICA,,118.0
BUENOS AIRES,Olavarría,Hinojo,SATELITAL,,1.0
BUENOS AIRES,Olavarría,Hinojo,WIRELESS,,1.0
BUENOS AIRES,Olavarría,Olavarría,ADSL,,2675.0
BUENOS AIRES,Olavarría,Olavarría,CABLEMODEM,,20176.0
BUENOS AIRES,Olavarría,Olavarría,DIAL UP,,6.0
BUENOS AIRES,Olavarría,Olavarría,FIBRA OPTICA,,3629.0
BUENOS AIRES,Olavarría,Olavarría,SATELITAL,,5.0
BUENOS AIRES,Olavarría,Sierra Chica,CABLEMODEM,,568.0
BUENOS AIRES,Olavarría,Sierras Bayas,ADSL,,256.0
BUENOS AIRES,Olavarría,Sierras Bayas,DIAL UP,,1.0
BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,ADSL,,110.0
BUENOS AIRES,OTROS,Otros,Otros,Sin Datos,24318.0
BUENOS AIRES,Patagones,Bahía San Blas,DIAL UP,,1.0
BUENOS AIRES,Patagones,Bahía San Blas,WIRELESS,,4.0
BUENOS AIRES,Patagones,Carmen de Patagones,ADSL,,852.0
BUENOS AIRES,Patagones,Carmen de Patagones,DIAL UP,,24.0
BUENOS AIRES,Patagones,Carmen de Patagones,FIBRA OPTICA,,4159.0
BUENOS AIRES,Patagones,Carmen de Patagones,Otros,,3.0
BUENOS AIRES,Patagones,Carmen de Patagones,SATELITAL,,1.0
BUENOS AIRES,Patagones,Carmen de Patagones,WIRELESS,,13.0
BUENOS AIRES,Patagones,José B. Casas,Otros,,1.0
BUENOS AIRES,Patagones,José B. Casas,WIRELESS,,5.0
BUENOS AIRES,Patagones,Juan A. Pradere,CABLEMODEM,,84.0
BUENOS AIRES,Patagones,Juan A. Pradere,Otros,,1.0
BUENOS AIRES,Patagones,Juan A. Pradere,WIRELESS,,4.0
BUENOS AIRES,Patagones,Stroeder,DIAL UP,,1.0
BUENOS AIRES,Patagones,Stroeder,FIBRA OPTICA,,781.0
BUENOS AIRES,Patagones,Stroeder,Otros,,1.0
BUENOS AIRES,Patagones,Stroeder,WIRELESS,,16.0
BUENOS AIRES,Patagones,Villalonga,ADSL,,101.0
BUENOS AIRES,Patagones,Villalonga,DIAL UP,,6.0
BUENOS AIRES,Patagones,Villalonga,FIBRA OPTICA,,994.0
BUENOS AIRES,Patagones,Villalonga,WIRELESS,,147.0
BUENOS AIRES,Pehuajó,Capitán Castro,WIRELESS,,3.0
BUENOS AIRES,Pehuajó,Chiclana,WIRELESS,,9.0
BUENOS AIRES,Pehuajó,Francisco Madero,DIAL UP,,1.0
BUENOS AIRES,Pehuajó,Francisco Madero,WIRELESS,,3.0
BUENOS AIRES,Pehuajó,Inocencio Sosa,WIRELESS,,3.0
BUENOS AIRES,Pehuajó,Juan José Paso,FIBRA OPTICA,,28.0
BUENOS AIRES,Pehuajó,Juan José Paso,WIRELESS,,385.0
BUENOS AIRES,Pehuajó,Magdala,WIRELESS,,7.0
BUENOS AIRES,Pehuajó,Mones Cazón,WIRELESS,,3.0
BUENOS AIRES,Pehuajó,Nueva Plata,WIRELESS,,3.0
BUENOS AIRES,Pehuajó,Pehuajó,ADSL,,3701.0
BUENOS AIRES,Pehuajó,Pehuajó,CABLEMODEM,,1.0
BUENOS AIRES,Pehuajó,Pehuajó,DIAL UP,,65.0
BUENOS AIRES,Pehuajó,Pehuajó,FIBRA OPTICA,,2516.0
BUENOS AIRES,Pehuajó,Pehuajó,Otros,,1.0
BUENOS AIRES,Pehuajó,Pehuajó,WIRELESS,,265.0
BUENOS AIRES,Pehuajó,San Bernardo  (Est. Guanaco),WIRELESS,,3.0
BUENOS AIRES,Pehuajó,San Esteban,WIRELESS,,3.0
BUENOS AIRES,Pellegrini,Bocayuva,FIBRA OPTICA,,1.0
BUENOS AIRES,Pellegrini,Pellegrini,ADSL,,240.0
BUENOS AIRES,Pellegrini,Pellegrini,CABLEMODEM,,1159.0
BUENOS AIRES,Pellegrini,Pellegrini,DIAL UP,,4.0
BUENOS AIRES,Pellegrini,Pellegrini,SATELITAL,,3.0
BUENOS AIRES,Pellegrini,Pellegrini,WIRELESS,,32.0
BUENOS AIRES,Pergamino,Acevedo,ADSL,,115.0
BUENOS AIRES,Pergamino,Acevedo,CABLEMODEM,,149.0
BUENOS AIRES,Pergamino,Acevedo,WIRELESS,,180.0
BUENOS AIRES,Pergamino,Fontezuela,ADSL,,14.0
BUENOS AIRES,Pergamino,Fontezuela,FIBRA OPTICA,,118.0
BUENOS AIRES,Pergamino,Fontezuela,WIRELESS,,5.0
BUENOS AIRES,Pergamino,Guerrico,CABLEMODEM,,61.0
BUENOS AIRES,Pergamino,Guerrico,WIRELESS,,55.0
BUENOS AIRES,Pergamino,Juan A. de la Peña,WIRELESS,,45.0
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),ADSL,,29.0
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),FIBRA OPTICA,,309.0
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),WIRELESS,,15.0
BUENOS AIRES,Pergamino,La Violeta,ADSL,,346.0
BUENOS AIRES,Pergamino,Manuel Ocampo,FIBRA OPTICA,,448.0
BUENOS AIRES,Pergamino,Manuel Ocampo,WIRELESS,,44.0
BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),FIBRA OPTICA,,300.0
BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),SATELITAL,,1.0
BUENOS AIRES,Pergamino,Pergamino,ADSL,,1998.0
BUENOS AIRES,Pergamino,Pergamino,CABLEMODEM,,19317.0
BUENOS AIRES,Pergamino,Pergamino,DIAL UP,,77.0
BUENOS AIRES,Pergamino,Pergamino,FIBRA OPTICA,,2193.0
BUENOS AIRES,Pergamino,Pergamino,SATELITAL,,3.0
BUENOS AIRES,Pergamino,Pergamino,WIRELESS,,2753.0
BUENOS AIRES,Pergamino,Pinzón,WIRELESS,,1.0
BUENOS AIRES,Pergamino,Rancagua,ADSL,,109.0
BUENOS AIRES,Pergamino,Rancagua,FIBRA OPTICA,,102.0
BUENOS AIRES,Pergamino,Villa Angélica  (Est. El Socorro),CABLEMODEM,,3.0
BUENOS AIRES,Pergamino,Villa San José,FIBRA OPTICA,,3.0
BUENOS AIRES,Pila,Casalins,WIRELESS,,5.0
BUENOS AIRES,Pila,Pila,DIAL UP,,1.0
BUENOS AIRES,Pila,Pila,FIBRA OPTICA,,23.0
BUENOS AIRES,Pila,Pila,WIRELESS,,51.0
BUENOS AIRES,Pilar,Del Viso,ADSL,,18818.0
BUENOS AIRES,Pilar,Del Viso,CABLEMODEM,,3898.0
BUENOS AIRES,Pilar,Del Viso,FIBRA OPTICA,,17.0
BUENOS AIRES,Pilar,Del Viso,Otros,,1.0
BUENOS AIRES,Pilar,Del Viso,WIRELESS,,553.0
BUENOS AIRES,Pilar,Fátima,ADSL,,270.0
BUENOS AIRES,Pilar,Fátima,CABLEMODEM,,311.0
BUENOS AIRES,Pilar,Fátima,FIBRA OPTICA,,2692.0
BUENOS AIRES,Pilar,Fátima,WIRELESS,,1.0
BUENOS AIRES,Pilar,La Lonja,ADSL,,3210.0
BUENOS AIRES,Pilar,La Lonja,CABLEMODEM,,1592.0
BUENOS AIRES,Pilar,La Lonja,FIBRA OPTICA,,240.0
BUENOS AIRES,Pilar,La Lonja,WIRELESS,,467.0
BUENOS AIRES,Pilar,Manuel Alberti,CABLEMODEM,,1935.0
BUENOS AIRES,Pilar,Manuel Alberti,FIBRA OPTICA,,655.0
BUENOS AIRES,Pilar,Manzanares,CABLEMODEM,,992.0
BUENOS AIRES,Pilar,Manzanares,FIBRA OPTICA,,4.0
BUENOS AIRES,Pilar,Manzanares,WIRELESS,,3.0
BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),WIRELESS,,54.0
BUENOS AIRES,Pilar,OTROS,CABLEMODEM,Sin Datos,1.0
BUENOS AIRES,Pilar,OTROS,FIBRA OPTICA,Sin Datos,5.0
BUENOS AIRES,Pilar,OTROS,WIRELESS,Sin Datos,268.0
BUENOS AIRES,Pilar,Pilar,ADSL,,2136.0
BUENOS AIRES,Pilar,Pilar,Cablemodem,,33023.0
BUENOS AIRES,Pilar,Pilar,DIAL UP,,33.0
BUENOS AIRES,Pilar,Pilar,FIBRA OPTICA,,14078.0
BUENOS AIRES,Pilar,Pilar,Otros,,1082.0
BUENOS AIRES,Pilar,Pilar,SATELITAL,,4.0
BUENOS AIRES,Pilar,Pilar,WIMAX,,90.0
BUENOS AIRES,Pilar,Pilar,WIRELESS,,627.0
BUENOS AIRES,Pilar,Presidente Derqui,ADSL,,1565.0
BUENOS AIRES,Pilar,Presidente Derqui,CABLEMODEM,,6305.0
BUENOS AIRES,Pilar,Presidente Derqui,FIBRA OPTICA,,143.0
BUENOS AIRES,Pilar,Presidente Derqui,WIRELESS,,604.0
BUENOS AIRES,Pilar,Santa Teresa,SATELITAL,,2.0
BUENOS AIRES,Pilar,Tortuguitas,FIBRA OPTICA,,2.0
BUENOS AIRES,Pilar,Tortuguitas,SATELITAL,,2.0
BUENOS AIRES,Pilar,Tortuguitas,WIRELESS,,3.0
BUENOS AIRES,Pilar,Villa Astolfi,CABLEMODEM,,1517.0
BUENOS AIRES,Pilar,Villa Astolfi,FIBRA OPTICA,,2.0
BUENOS AIRES,Pilar,Villa Astolfi,WIRELESS,,9.0
BUENOS AIRES,Pilar,Villa Rosa,ADSL,,322.0
BUENOS AIRES,Pilar,Villa Rosa,CABLEMODEM,,7072.0
BUENOS AIRES,Pilar,Villa Rosa,DIAL UP,,3.0
BUENOS AIRES,Pilar,Villa Rosa,FIBRA OPTICA,,2306.0
BUENOS AIRES,Pilar,Villa Rosa,WIMAX,,360.0
BUENOS AIRES,Pilar,Villa Rosa,WIRELESS,,441.0
BUENOS AIRES,Pilar,Zelaya,ADSL,,4.0
BUENOS AIRES,Pilar,Zelaya,CABLEMODEM,,13.0
BUENOS AIRES,Pilar,Zelaya,Otros,,2.0
BUENOS AIRES,Pilar,Zelaya,WIRELESS,,5.0
BUENOS AIRES,Pinamar,Pinamar,ADSL,,6062.0
BUENOS AIRES,Pinamar,Pinamar,CABLEMODEM,,3288.0
BUENOS AIRES,Pinamar,Pinamar,FIBRA OPTICA,,18134.0
BUENOS AIRES,Pinamar,Pinamar,Otros,,1000.0
BUENOS AIRES,Pinamar,Pinamar,SATELITAL,,3.0
BUENOS AIRES,Presidente Perón,Guernica,ADSL,,20.0
BUENOS AIRES,Presidente Perón,Guernica,CABLEMODEM,,11448.0
BUENOS AIRES,Presidente Perón,Guernica,DIAL UP,,8.0
BUENOS AIRES,Presidente Perón,Guernica,FIBRA OPTICA,,8778.0
BUENOS AIRES,Presidente Perón,Guernica,Otros,,8.0
BUENOS AIRES,Presidente Perón,Guernica,WIRELESS,,112.0
BUENOS AIRES,Puán,Bordenave,FIBRA OPTICA,,172.0
BUENOS AIRES,Puán,Bordenave,SATELITAL,,1.0
BUENOS AIRES,Puán,Bordenave,WIRELESS,,159.0
BUENOS AIRES,Puán,Darregueira,ADSL,,205.0
BUENOS AIRES,Puán,Darregueira,CABLEMODEM,,946.0
BUENOS AIRES,Puán,Darregueira,DIAL UP,,1.0
BUENOS AIRES,Puán,Darregueira,FIBRA OPTICA,,1110.0
BUENOS AIRES,Puán,Darregueira,WIRELESS,,87.0
BUENOS AIRES,Puán,Puán,CABLEMODEM,,2098.0
BUENOS AIRES,Puán,Puán,FIBRA OPTICA,,1.0
BUENOS AIRES,Puán,Puán,SATELITAL,,1.0
BUENOS AIRES,Puán,Puán,WIRELESS,,92.0
BUENOS AIRES,Puán,San Germán,WIRELESS,,53.0
BUENOS AIRES,Puán,Villa Iris,FIBRA OPTICA,,672.0
BUENOS AIRES,Puán,Villa Iris,Otros,,5.0
BUENOS AIRES,Puán,Villa Iris,WIRELESS,,202.0
BUENOS AIRES,Punta Indio,Pipinas,CABLEMODEM,,114.0
BUENOS AIRES,Punta Indio,Punta Indio,WIRELESS,,115.0
BUENOS AIRES,Punta Indio,Verónica,ADSL,,178.0
BUENOS AIRES,Punta Indio,Verónica,CABLEMODEM,,816.0
BUENOS AIRES,Punta Indio,Verónica,FIBRA OPTICA,,6.0
BUENOS AIRES,Quilmes,Bernal,ADSL,,12.0
BUENOS AIRES,Quilmes,Bernal,CABLEMODEM,,20856.0
BUENOS AIRES,Quilmes,Bernal,DIAL UP,,67.0
BUENOS AIRES,Quilmes,Bernal,FIBRA OPTICA,,10510.0
BUENOS AIRES,Quilmes,Bernal,Otros,,7.0
BUENOS AIRES,Quilmes,Bernal,SATELITAL,,1.0
BUENOS AIRES,Quilmes,Bernal Oeste,ADSL,,48.0
BUENOS AIRES,Quilmes,Bernal Oeste,CABLEMODEM,,3865.0
BUENOS AIRES,Quilmes,Bernal Oeste,DIAL UP,,3.0
BUENOS AIRES,Quilmes,Bernal Oeste,FIBRA OPTICA,,1819.0
BUENOS AIRES,Quilmes,Bernal Oeste,Otros,,28.0
BUENOS AIRES,Quilmes,Don Bosco,CABLEMODEM,,2966.0
BUENOS AIRES,Quilmes,Don Bosco,FIBRA OPTICA,,25.0
BUENOS AIRES,Quilmes,Don Bosco,Otros,,1.0
BUENOS AIRES,Quilmes,Ezpeleta,ADSL,,2.0
BUENOS AIRES,Quilmes,Ezpeleta,CABLEMODEM,,12410.0
BUENOS AIRES,Quilmes,Ezpeleta,DIAL UP,,7.0
BUENOS AIRES,Quilmes,Ezpeleta,FIBRA OPTICA,,3384.0
BUENOS AIRES,Quilmes,Ezpeleta,Otros,,16.0
BUENOS AIRES,Quilmes,Ezpeleta,WIRELESS,,319.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,ADSL,,2.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,CABLEMODEM,,1481.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,DIAL UP,,8.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,FIBRA OPTICA,,4485.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,Otros,,16.0
BUENOS AIRES,Quilmes,Quilmes,ADSL,,56.0
BUENOS AIRES,Quilmes,Quilmes,CABLEMODEM,,47481.0
BUENOS AIRES,Quilmes,Quilmes,DIAL UP,,74.0
BUENOS AIRES,Quilmes,Quilmes,FIBRA OPTICA,,13382.0
BUENOS AIRES,Quilmes,Quilmes,Otros,,96.0
BUENOS AIRES,Quilmes,Quilmes,SATELITAL,,2.0
BUENOS AIRES,Quilmes,Quilmes,WIRELESS,,141.0
